測站,日期,測項,小時,數值
關山,2021-05-24,AMB_TEMP,0,27.5
關山,2021-05-24,NO,0,2.1
關山,2021-05-24,NO2,0,1.8
關山,2021-05-24,NOx,0,4.0
關山,2021-05-24,O3,0,15.2
關山,2021-05-24,PM10,0,19.0
關山,2021-05-24,PM2.5,0,17.0
關山,2021-05-24,RAINFALL,0,0.0
關山,2021-05-24,RH,0,81.0
關山,2021-05-24,SO2,0,0.8
關山,2021-05-24,WD_HR,0,221.0
關山,2021-05-24,WIND_DIREC,0,215.0
關山,2021-05-24,WIND_SPEED,0,0.6
關山,2021-05-24,WS_HR,0,0.5
關山,2021-05-25,AMB_TEMP,0,25.6
關山,2021-05-25,NO,0,0.0
關山,2021-05-25,NO2,0,1.4
關山,2021-05-25,NOx,0,1.3
關山,2021-05-25,O3,0,26.2
關山,2021-05-25,PM10,0,4.0
關山,2021-05-25,PM2.5,0,1.0
關山,2021-05-25,RAINFALL,0,0.0
關山,2021-05-25,RH,0,87.0
關山,2021-05-25,SO2,0,1.4
關山,2021-05-25,WD_HR,0,32.0
關山,2021-05-25,WIND_DIREC,0,46.0
關山,2021-05-25,WIND_SPEED,0,1.1
關山,2021-05-25,WS_HR,0,0.8
關山,2021-05-26,AMB_TEMP,0,25.9
關山,2021-05-26,NO,0,1.7
關山,2021-05-26,NO2,0,1.5
關山,2021-05-26,NOx,0,3.2
關山,2021-05-26,O3,0,25.3
關山,2021-05-26,PM10,0,5.0
關山,2021-05-26,PM2.5,0,3.0
關山,2021-05-26,RAINFALL,0,0.0
關山,2021-05-26,RH,0,86.0
關山,2021-05-26,SO2,0,0.7
關山,2021-05-26,WD_HR,0,31.0
關山,2021-05-26,WIND_DIREC,0,29.0
關山,2021-05-26,WIND_SPEED,0,0.7
關山,2021-05-26,WS_HR,0,0.4
關山,2021-05-27,AMB_TEMP,0,24.6
關山,2021-05-27,NO,0,3.2
關山,2021-05-27,NO2,0,2.7
關山,2021-05-27,NOx,0,6.0
關山,2021-05-27,O3,0,4.1
關山,2021-05-27,PM10,0,32.0
關山,2021-05-27,PM2.5,0,4.0
關山,2021-05-27,RAINFALL,0,0.0
關山,2021-05-27,RH,0,88.0
關山,2021-05-27,SO2,0,1.5
關山,2021-05-27,WD_HR,0,34.0
關山,2021-05-27,WIND_DIREC,0,20.0
關山,2021-05-27,WIND_SPEED,0,0.6
關山,2021-05-27,WS_HR,0,0.1
關山,2021-05-28,AMB_TEMP,0,27.2
關山,2021-05-28,NO,0,1.2
關山,2021-05-28,NO2,0,3.0
關山,2021-05-28,NOx,0,4.3
關山,2021-05-28,O3,0,19.2
關山,2021-05-28,PM10,0,25.0
關山,2021-05-28,PM2.5,0,10.0
關山,2021-05-28,RAINFALL,0,0.0
關山,2021-05-28,RH,0,82.0
關山,2021-05-28,SO2,0,1.1
關山,2021-05-28,WD_HR,0,335.0
關山,2021-05-28,WIND_DIREC,0,320.0
關山,2021-05-28,WIND_SPEED,0,0.4
關山,2021-05-28,WS_HR,0,0.1
關山,2021-05-29,AMB_TEMP,0,27.6
關山,2021-05-29,NO,0,2.2
關山,2021-05-29,NO2,0,2.3
關山,2021-05-29,NOx,0,4.5
關山,2021-05-29,O3,0,25.9
關山,2021-05-29,PM10,0,17.0
關山,2021-05-29,PM2.5,0,17.0
關山,2021-05-29,RAINFALL,0,0.0
關山,2021-05-29,RH,0,78.0
關山,2021-05-29,SO2,0,1.9
關山,2021-05-29,WD_HR,0,286.0
關山,2021-05-29,WIND_DIREC,0,258.0
關山,2021-05-29,WIND_SPEED,0,0.4
關山,2021-05-29,WS_HR,0,0.0
關山,2021-05-30,AMB_TEMP,0,25.5
關山,2021-05-30,NO,0,1.8
關山,2021-05-30,NO2,0,2.8
關山,2021-05-30,NOx,0,4.6
關山,2021-05-30,O3,0,32.0
關山,2021-05-30,PM10,0,14.0
關山,2021-05-30,PM2.5,0,11.0
關山,2021-05-30,RAINFALL,0,0.0
關山,2021-05-30,RH,0,84.0
關山,2021-05-30,SO2,0,1.6
關山,2021-05-30,WD_HR,0,17.0
關山,2021-05-30,WIND_DIREC,0,9.0
關山,2021-05-30,WIND_SPEED,0,1.4
關山,2021-05-30,WS_HR,0,1.2
關山,2021-05-31,AMB_TEMP,0,24.1
關山,2021-05-31,NO,0,1.4
關山,2021-05-31,NO2,0,3.3
關山,2021-05-31,NOx,0,4.7
關山,2021-05-31,O3,0,5.9
關山,2021-05-31,PM10,0,13.0
關山,2021-05-31,PM2.5,0,1.0
關山,2021-05-31,RAINFALL,0,0.0
關山,2021-05-31,RH,0,94.0
關山,2021-05-31,SO2,0,2.0
關山,2021-05-31,WD_HR,0,308.0
關山,2021-05-31,WIND_DIREC,0,306.0
關山,2021-05-31,WIND_SPEED,0,0.4
關山,2021-05-31,WS_HR,0,0.3
關山,2021-06-01,AMB_TEMP,0,24.6
關山,2021-06-01,NO,0,1.1
關山,2021-06-01,NO2,0,3.0
關山,2021-06-01,NOx,0,4.1
關山,2021-06-01,O3,0,27.5
關山,2021-06-01,PM10,0,10.0
關山,2021-06-01,PM2.5,0,10.0
關山,2021-06-01,RAINFALL,0,0.0
關山,2021-06-01,RH,0,87.0
關山,2021-06-01,SO2,0,1.6
關山,2021-06-01,WD_HR,0,34.0
關山,2021-06-01,WIND_DIREC,0,17.0
關山,2021-06-01,WIND_SPEED,0,0.4
關山,2021-06-01,WS_HR,0,0.3
關山,2021-06-02,AMB_TEMP,0,25.9
關山,2021-06-02,NO,0,2.2
關山,2021-06-02,NO2,0,1.4
關山,2021-06-02,NOx,0,3.6
關山,2021-06-02,O3,0,20.0
關山,2021-06-02,PM10,0,7.0
關山,2021-06-02,PM2.5,0,3.0
關山,2021-06-02,RAINFALL,0,0.0
關山,2021-06-02,RH,0,87.0
關山,2021-06-02,SO2,0,1.7
關山,2021-06-02,WD_HR,0,20.0
關山,2021-06-02,WIND_DIREC,0,16.0
關山,2021-06-02,WIND_SPEED,0,0.4
關山,2021-06-02,WS_HR,0,0.3
關山,2021-06-03,AMB_TEMP,0,25.8
關山,2021-06-03,NO,0,1.0
關山,2021-06-03,NO2,0,2.0
關山,2021-06-03,NOx,0,3.0
關山,2021-06-03,O3,0,7.4
關山,2021-06-03,PM10,0,18.0
關山,2021-06-03,PM2.5,0,4.0
關山,2021-06-03,RAINFALL,0,0.0
關山,2021-06-03,RH,0,79.0
關山,2021-06-03,SO2,0,1.7
關山,2021-06-03,WD_HR,0,327.0
關山,2021-06-03,WIND_DIREC,0,19.0
關山,2021-06-03,WIND_SPEED,0,0.4
關山,2021-06-03,WS_HR,0,0.1
關山,2021-06-04,AMB_TEMP,0,26.0
關山,2021-06-04,NO,0,1.9
關山,2021-06-04,NO2,0,1.4
關山,2021-06-04,NOx,0,3.4
關山,2021-06-04,O3,0,5.0
關山,2021-06-04,PM10,0,9.0
關山,2021-06-04,PM2.5,0,12.0
關山,2021-06-04,RAINFALL,0,0.0
關山,2021-06-04,RH,0,81.0
關山,2021-06-04,SO2,0,1.6
關山,2021-06-04,WD_HR,0,247.0
關山,2021-06-04,WIND_DIREC,0,240.0
關山,2021-06-04,WIND_SPEED,0,0.7
關山,2021-06-04,WS_HR,0,0.6
關山,2021-06-05,AMB_TEMP,0,26.8
關山,2021-06-05,NO,0,1.9
關山,2021-06-05,NO2,0,1.3
關山,2021-06-05,NOx,0,3.3
關山,2021-06-05,O3,0,13.3
關山,2021-06-05,PM10,0,10.0
關山,2021-06-05,PM2.5,0,12.0
關山,2021-06-05,RAINFALL,0,0.0
關山,2021-06-05,RH,0,79.0
關山,2021-06-05,SO2,0,2.1
關山,2021-06-05,WD_HR,0,60.0
關山,2021-06-05,WIND_DIREC,0,237.0
關山,2021-06-05,WIND_SPEED,0,0.4
關山,2021-06-05,WS_HR,0,0.1
關山,2021-06-06,AMB_TEMP,0,24.1
關山,2021-06-06,NO,0,2.0
關山,2021-06-06,NO2,0,0.7
關山,2021-06-06,NOx,0,2.7
關山,2021-06-06,O3,0,19.0
關山,2021-06-06,PM10,0,12.0
關山,2021-06-06,PM2.5,0,6.0
關山,2021-06-06,RAINFALL,0,0.0
關山,2021-06-06,RH,0,93.0
關山,2021-06-06,SO2,0,1.1
關山,2021-06-06,WD_HR,0,262.0
關山,2021-06-06,WIND_DIREC,0,343.0
關山,2021-06-06,WIND_SPEED,0,0.6
關山,2021-06-06,WS_HR,0,0.0
關山,2021-06-07,AMB_TEMP,0,23.4
關山,2021-06-07,NO,0,0.8
關山,2021-06-07,NO2,0,1.1
關山,2021-06-07,NOx,0,1.9
關山,2021-06-07,O3,0,24.3
關山,2021-06-07,PM10,0,10.0
關山,2021-06-07,PM2.5,0,1.0
關山,2021-06-07,RAINFALL,0,0.0
關山,2021-06-07,RH,0,93.0
關山,2021-06-07,SO2,0,0.9
關山,2021-06-07,WD_HR,0,335.0
關山,2021-06-07,WIND_DIREC,0,335.0
關山,2021-06-07,WIND_SPEED,0,0.8
關山,2021-06-07,WS_HR,0,0.5
關山,2021-06-08,AMB_TEMP,0,24.1
關山,2021-06-08,NO,0,1.1
關山,2021-06-08,NO2,0,2.0
關山,2021-06-08,NOx,0,3.2
關山,2021-06-08,O3,0,7.2
關山,2021-06-08,PM10,0,25.0
關山,2021-06-08,PM2.5,0,7.0
關山,2021-06-08,RAINFALL,0,0.0
關山,2021-06-08,RH,0,90.0
關山,2021-06-08,SO2,0,1.8
關山,2021-06-08,WD_HR,0,211.0
關山,2021-06-08,WIND_DIREC,0,211.0
關山,2021-06-08,WIND_SPEED,0,0.4
關山,2021-06-08,WS_HR,0,0.3
關山,2021-06-09,AMB_TEMP,0,24.2
關山,2021-06-09,NO,0,2.7
關山,2021-06-09,NO2,0,3.0
關山,2021-06-09,NOx,0,5.8
關山,2021-06-09,O3,0,3.6
關山,2021-06-09,PM10,0,30.0
關山,2021-06-09,PM2.5,0,9.0
關山,2021-06-09,RAINFALL,0,0.0
關山,2021-06-09,RH,0,87.0
關山,2021-06-09,SO2,0,1.8
關山,2021-06-09,WD_HR,0,307.0
關山,2021-06-09,WIND_DIREC,0,309.0
關山,2021-06-09,WIND_SPEED,0,0.4
關山,2021-06-09,WS_HR,0,0.1
關山,2021-06-10,AMB_TEMP,0,24.3
關山,2021-06-10,NO,0,1.2
關山,2021-06-10,NO2,0,1.2
關山,2021-06-10,NOx,0,2.4
關山,2021-06-10,O3,0,4.6
關山,2021-06-10,PM10,0,23.0
關山,2021-06-10,PM2.5,0,3.0
關山,2021-06-10,RAINFALL,0,0.0
關山,2021-06-10,RH,0,90.0
關山,2021-06-10,SO2,0,1.5
關山,2021-06-10,WD_HR,0,336.0
關山,2021-06-10,WIND_DIREC,0,309.0
關山,2021-06-10,WIND_SPEED,0,0.4
關山,2021-06-10,WS_HR,0,0.4
關山,2021-06-11,AMB_TEMP,0,24.5
關山,2021-06-11,NO,0,1.1
關山,2021-06-11,NO2,0,1.8
關山,2021-06-11,NOx,0,2.9
關山,2021-06-11,O3,0,4.7
關山,2021-06-11,PM10,0,12.0
關山,2021-06-11,PM2.5,0,1.0
關山,2021-06-11,RAINFALL,0,0.0
關山,2021-06-11,RH,0,89.0
關山,2021-06-11,SO2,0,1.3
關山,2021-06-11,WD_HR,0,250.0
關山,2021-06-11,WIND_DIREC,0,246.0
關山,2021-06-11,WIND_SPEED,0,0.4
關山,2021-06-11,WS_HR,0,0.3
關山,2021-06-12,AMB_TEMP,0,25.3
關山,2021-06-12,NO,0,1.2
關山,2021-06-12,NO2,0,1.7
關山,2021-06-12,NOx,0,3.0
關山,2021-06-12,O3,0,4.7
關山,2021-06-12,PM10,0,20.0
關山,2021-06-12,PM2.5,0,3.2
關山,2021-06-12,RAINFALL,0,0.0
關山,2021-06-12,RH,0,82.0
關山,2021-06-12,SO2,0,2.0
關山,2021-06-12,WD_HR,0,222.0
關山,2021-06-12,WIND_DIREC,0,295.0
關山,2021-06-12,WIND_SPEED,0,0.4
關山,2021-06-12,WS_HR,0,0.0
關山,2021-06-13,AMB_TEMP,0,25.8
關山,2021-06-13,NO,0,0.4
關山,2021-06-13,NO2,0,2.5
關山,2021-06-13,NOx,0,2.9
關山,2021-06-13,O3,0,3.8
關山,2021-06-13,PM10,0,8.0
關山,2021-06-13,PM2.5,0,5.4
關山,2021-06-13,RAINFALL,0,0.0
關山,2021-06-13,RH,0,83.0
關山,2021-06-13,SO2,0,1.3
關山,2021-06-13,WD_HR,0,280.0
關山,2021-06-13,WIND_DIREC,0,232.0
關山,2021-06-13,WIND_SPEED,0,0.5
關山,2021-06-13,WS_HR,0,0.3
關山,2021-06-14,AMB_TEMP,0,26.0
關山,2021-06-14,NO,0,1.1
關山,2021-06-14,NO2,0,2.6
關山,2021-06-14,NOx,0,3.8
關山,2021-06-14,O3,0,5.0
關山,2021-06-14,PM10,0,28.0
關山,2021-06-14,PM2.5,0,7.6000000000000005
關山,2021-06-14,RAINFALL,0,0.0
關山,2021-06-14,RH,0,90.0
關山,2021-06-14,SO2,0,1.3
關山,2021-06-14,WD_HR,0,55.0
關山,2021-06-14,WIND_DIREC,0,86.0
關山,2021-06-14,WIND_SPEED,0,0.7
關山,2021-06-14,WS_HR,0,0.4
關山,2021-06-15,AMB_TEMP,0,27.2
關山,2021-06-15,NO,0,0.8
關山,2021-06-15,NO2,0,1.5
關山,2021-06-15,NOx,0,2.4
關山,2021-06-15,O3,0,11.7
關山,2021-06-15,PM10,0,24.0
關山,2021-06-15,PM2.5,0,9.8
關山,2021-06-15,RAINFALL,0,0.0
關山,2021-06-15,RH,0,83.0
關山,2021-06-15,SO2,0,0.4
關山,2021-06-15,WD_HR,0,226.0
關山,2021-06-15,WIND_DIREC,0,272.0
關山,2021-06-15,WIND_SPEED,0,0.4
關山,2021-06-15,WS_HR,0,0.5
關山,2021-06-16,AMB_TEMP,0,25.7
關山,2021-06-16,NO,0,0.0
關山,2021-06-16,NO2,0,2.3
關山,2021-06-16,NOx,0,2.2
關山,2021-06-16,O3,0,12.3
關山,2021-06-16,PM10,0,26.0
關山,2021-06-16,PM2.5,0,12.0
關山,2021-06-16,RAINFALL,0,0.0
關山,2021-06-16,RH,0,82.0
關山,2021-06-16,SO2,0,1.0
關山,2021-06-16,WD_HR,0,221.0
關山,2021-06-16,WIND_DIREC,0,246.0
關山,2021-06-16,WIND_SPEED,0,0.6
關山,2021-06-16,WS_HR,0,0.4
關山,2021-06-17,AMB_TEMP,0,27.0
關山,2021-06-17,NO,0,2.0
關山,2021-06-17,NO2,0,3.8
關山,2021-06-17,NOx,0,5.8
關山,2021-06-17,O3,0,11.7
關山,2021-06-17,PM10,0,47.0
關山,2021-06-17,PM2.5,0,11.0
關山,2021-06-17,RAINFALL,0,0.0
關山,2021-06-17,RH,0,79.0
關山,2021-06-17,SO2,0,1.3
關山,2021-06-17,WD_HR,0,178.0
關山,2021-06-17,WIND_DIREC,0,262.0
關山,2021-06-17,WIND_SPEED,0,0.4
關山,2021-06-17,WS_HR,0,0.0
關山,2021-06-18,AMB_TEMP,0,26.6
關山,2021-06-18,NO,0,1.7
關山,2021-06-18,NO2,0,2.4
關山,2021-06-18,NOx,0,4.1
關山,2021-06-18,O3,0,12.7
關山,2021-06-18,PM10,0,19.0
關山,2021-06-18,PM2.5,0,11.0
關山,2021-06-18,RAINFALL,0,0.0
關山,2021-06-18,RH,0,81.0
關山,2021-06-18,SO2,0,1.2
關山,2021-06-18,WD_HR,0,221.0
關山,2021-06-18,WIND_DIREC,0,233.0
關山,2021-06-18,WIND_SPEED,0,0.4
關山,2021-06-18,WS_HR,0,0.4
關山,2021-06-19,AMB_TEMP,0,27.1
關山,2021-06-19,NO,0,1.9
關山,2021-06-19,NO2,0,4.3
關山,2021-06-19,NOx,0,6.3
關山,2021-06-19,O3,0,10.7
關山,2021-06-19,PM10,0,44.0
關山,2021-06-19,PM2.5,0,10.0
關山,2021-06-19,RAINFALL,0,0.0
關山,2021-06-19,RH,0,78.0
關山,2021-06-19,SO2,0,1.8
關山,2021-06-19,WD_HR,0,95.0
關山,2021-06-19,WIND_DIREC,0,281.0
關山,2021-06-19,WIND_SPEED,0,0.5
關山,2021-06-19,WS_HR,0,0.1
關山,2021-06-20,AMB_TEMP,0,26.1
關山,2021-06-20,NO,0,2.3
關山,2021-06-20,NO2,0,3.9
關山,2021-06-20,NOx,0,6.3
關山,2021-06-20,O3,0,6.1
關山,2021-06-20,PM10,0,28.0
關山,2021-06-20,PM2.5,0,13.0
關山,2021-06-20,RAINFALL,0,0.0
關山,2021-06-20,RH,0,85.0
關山,2021-06-20,SO2,0,1.1
關山,2021-06-20,WD_HR,0,325.0
關山,2021-06-20,WIND_DIREC,0,97.0
關山,2021-06-20,WIND_SPEED,0,0.5
關山,2021-06-20,WS_HR,0,0.2
關山,2021-06-21,AMB_TEMP,0,26.7
關山,2021-06-21,NO,0,1.0
關山,2021-06-21,NO2,0,4.1
關山,2021-06-21,NOx,0,5.2
關山,2021-06-21,O3,0,14.0
關山,2021-06-21,PM10,0,19.0
關山,2021-06-21,PM2.5,0,10.0
關山,2021-06-21,RAINFALL,0,0.0
關山,2021-06-21,RH,0,83.0
關山,2021-06-21,SO2,0,1.7
關山,2021-06-21,WD_HR,0,232.0
關山,2021-06-21,WIND_DIREC,0,261.0
關山,2021-06-21,WIND_SPEED,0,0.5
關山,2021-06-21,WS_HR,0,0.4
關山,2021-06-22,AMB_TEMP,0,27.7
關山,2021-06-22,NO,0,1.0
關山,2021-06-22,NO2,0,1.5
關山,2021-06-22,NOx,0,2.5
關山,2021-06-22,O3,0,19.4
關山,2021-06-22,PM10,0,18.0
關山,2021-06-22,PM2.5,0,11.0
關山,2021-06-22,RAINFALL,0,0.0
關山,2021-06-22,RH,0,77.0
關山,2021-06-22,SO2,0,1.6
關山,2021-06-22,WD_HR,0,354.0
關山,2021-06-22,WIND_DIREC,0,327.0
關山,2021-06-22,WIND_SPEED,0,0.9
關山,2021-06-22,WS_HR,0,0.8
關山,2021-06-23,AMB_TEMP,0,24.8
關山,2021-06-23,NO,0,0.9
關山,2021-06-23,NO2,0,1.3
關山,2021-06-23,NOx,0,2.3
關山,2021-06-23,O3,0,24.3
關山,2021-06-23,PM10,0,7.0
關山,2021-06-23,PM2.5,0,1.0
關山,2021-06-23,RAINFALL,0,0.0
關山,2021-06-23,RH,0,87.0
關山,2021-06-23,SO2,0,0.8
關山,2021-06-23,WD_HR,0,9.0
關山,2021-06-23,WIND_DIREC,0,75.0
關山,2021-06-23,WIND_SPEED,0,0.7
關山,2021-06-23,WS_HR,0,0.6
關山,2021-06-24,AMB_TEMP,0,24.0
關山,2021-06-24,NO,0,0.9
關山,2021-06-24,NO2,0,1.4
關山,2021-06-24,NOx,0,2.3
關山,2021-06-24,O3,0,28.5
關山,2021-06-24,PM10,0,15.0
關山,2021-06-24,PM2.5,0,0.0
關山,2021-06-24,RAINFALL,0,0.0
關山,2021-06-24,RH,0,93.0
關山,2021-06-24,SO2,0,1.5
關山,2021-06-24,WD_HR,0,81.0
關山,2021-06-24,WIND_DIREC,0,28.0
關山,2021-06-24,WIND_SPEED,0,0.7
關山,2021-06-24,WS_HR,0,0.1
關山,2021-06-25,AMB_TEMP,0,23.1
關山,2021-06-25,NO,0,1.7
關山,2021-06-25,NO2,0,0.2
關山,2021-06-25,NOx,0,1.9
關山,2021-06-25,O3,0,17.2
關山,2021-06-25,PM10,0,18.0
關山,2021-06-25,PM2.5,0,2.0
關山,2021-06-25,RAINFALL,0,0.2
關山,2021-06-25,RH,0,95.0
關山,2021-06-25,SO2,0,0.9
關山,2021-06-25,WD_HR,0,291.0
關山,2021-06-25,WIND_DIREC,0,245.0
關山,2021-06-25,WIND_SPEED,0,0.4
關山,2021-06-25,WS_HR,0,0.3
關山,2021-06-26,AMB_TEMP,0,24.8
關山,2021-06-26,NO,0,1.1
關山,2021-06-26,NO2,0,0.4
關山,2021-06-26,NOx,0,1.6
關山,2021-06-26,O3,0,20.3
關山,2021-06-26,PM10,0,13.0
關山,2021-06-26,PM2.5,0,3.0
關山,2021-06-26,RAINFALL,0,0.0
關山,2021-06-26,RH,0,90.0
關山,2021-06-26,SO2,0,1.0
關山,2021-06-26,WD_HR,0,336.0
關山,2021-06-26,WIND_DIREC,0,293.0
關山,2021-06-26,WIND_SPEED,0,0.4
關山,2021-06-26,WS_HR,0,0.6
關山,2021-06-27,AMB_TEMP,0,24.5
關山,2021-06-27,NO,0,1.0
關山,2021-06-27,NO2,0,0.8500000000000001
關山,2021-06-27,NOx,0,1.9000000000000001
關山,2021-06-27,O3,0,24.0
關山,2021-06-27,PM10,0,12.0
關山,2021-06-27,PM2.5,0,5.0
關山,2021-06-27,RAINFALL,0,0.0
關山,2021-06-27,RH,0,93.0
關山,2021-06-27,SO2,0,0.9
關山,2021-06-27,WD_HR,0,112.0
關山,2021-06-27,WIND_DIREC,0,94.0
關山,2021-06-27,WIND_SPEED,0,0.6
關山,2021-06-27,WS_HR,0,0.1
關山,2021-06-28,AMB_TEMP,0,24.9
關山,2021-06-28,NO,0,0.9
關山,2021-06-28,NO2,0,1.3
關山,2021-06-28,NOx,0,2.2
關山,2021-06-28,O3,0,6.0
關山,2021-06-28,PM10,0,32.0
關山,2021-06-28,PM2.5,0,5.0
關山,2021-06-28,RAINFALL,0,0.0
關山,2021-06-28,RH,0,91.0
關山,2021-06-28,SO2,0,0.2
關山,2021-06-28,WD_HR,0,273.0
關山,2021-06-28,WIND_DIREC,0,298.0
關山,2021-06-28,WIND_SPEED,0,0.4
關山,2021-06-28,WS_HR,0,0.3
關山,2021-06-29,AMB_TEMP,0,26.1
關山,2021-06-29,NO,0,2.0
關山,2021-06-29,NO2,0,3.0
關山,2021-06-29,NOx,0,5.1
關山,2021-06-29,O3,0,6.0
關山,2021-06-29,PM10,0,23.0
關山,2021-06-29,PM2.5,0,3.0
關山,2021-06-29,RAINFALL,0,0.0
關山,2021-06-29,RH,0,82.0
關山,2021-06-29,SO2,0,1.5
關山,2021-06-29,WD_HR,0,274.0
關山,2021-06-29,WIND_DIREC,0,342.0
關山,2021-06-29,WIND_SPEED,0,0.4
關山,2021-06-29,WS_HR,0,0.2
關山,2021-06-30,AMB_TEMP,0,26.2
關山,2021-06-30,NO,0,0.6
關山,2021-06-30,NO2,0,1.5
關山,2021-06-30,NOx,0,2.2
關山,2021-06-30,O3,0,12.3
關山,2021-06-30,PM10,0,19.0
關山,2021-06-30,PM2.5,0,2.0
關山,2021-06-30,RAINFALL,0,0.0
關山,2021-06-30,RH,0,77.0
關山,2021-06-30,SO2,0,1.6
關山,2021-06-30,WD_HR,0,281.0
關山,2021-06-30,WIND_DIREC,0,283.0
關山,2021-06-30,WIND_SPEED,0,0.4
關山,2021-06-30,WS_HR,0,0.3
關山,2021-07-01,AMB_TEMP,0,26.2
關山,2021-07-01,NO,0,0.0
關山,2021-07-01,NO2,0,3.0
關山,2021-07-01,NOx,0,2.7
關山,2021-07-01,O3,0,15.1
關山,2021-07-01,PM10,0,20.0
關山,2021-07-01,PM2.5,0,8.0
關山,2021-07-01,RAINFALL,0,0.0
關山,2021-07-01,RH,0,80.0
關山,2021-07-01,SO2,0,1.1
關山,2021-07-01,WD_HR,0,232.0
關山,2021-07-01,WIND_DIREC,0,249.0
關山,2021-07-01,WIND_SPEED,0,0.7
關山,2021-07-01,WS_HR,0,0.7
關山,2021-07-02,AMB_TEMP,0,27.8
關山,2021-07-02,NO,0,2.1
關山,2021-07-02,NO2,0,1.9
關山,2021-07-02,NOx,0,4.1
關山,2021-07-02,O3,0,23.5
關山,2021-07-02,PM10,0,15.0
關山,2021-07-02,PM2.5,0,10.0
關山,2021-07-02,RAINFALL,0,0.0
關山,2021-07-02,RH,0,82.0
關山,2021-07-02,SO2,0,0.2
關山,2021-07-02,WD_HR,0,199.0
關山,2021-07-02,WIND_DIREC,0,194.0
關山,2021-07-02,WIND_SPEED,0,0.4
關山,2021-07-02,WS_HR,0,0.4
關山,2021-07-03,AMB_TEMP,0,26.1
關山,2021-07-03,NO,0,1.6
關山,2021-07-03,NO2,0,2.7
關山,2021-07-03,NOx,0,4.4
關山,2021-07-03,O3,0,14.7
關山,2021-07-03,PM10,0,17.0
關山,2021-07-03,PM2.5,0,11.0
關山,2021-07-03,RAINFALL,0,0.0
關山,2021-07-03,RH,0,81.0
關山,2021-07-03,SO2,0,0.3
關山,2021-07-03,WD_HR,0,212.0
關山,2021-07-03,WIND_DIREC,0,206.0
關山,2021-07-03,WIND_SPEED,0,0.4
關山,2021-07-03,WS_HR,0,0.3
關山,2021-07-04,AMB_TEMP,0,26.8
關山,2021-07-04,NO,0,2.2
關山,2021-07-04,NO2,0,0.9
關山,2021-07-04,NOx,0,3.2
關山,2021-07-04,O3,0,9.6
關山,2021-07-04,PM10,0,10.0
關山,2021-07-04,PM2.5,0,16.0
關山,2021-07-04,RAINFALL,0,0.0
關山,2021-07-04,RH,0,79.0
關山,2021-07-04,SO2,0,1.8
關山,2021-07-04,WD_HR,0,238.0
關山,2021-07-04,WIND_DIREC,0,266.0
關山,2021-07-04,WIND_SPEED,0,0.4
關山,2021-07-04,WS_HR,0,0.3
關山,2021-07-05,AMB_TEMP,0,27.3
關山,2021-07-05,NO,0,1.4
關山,2021-07-05,NO2,0,0.9
關山,2021-07-05,NOx,0,2.3
關山,2021-07-05,O3,0,10.0
關山,2021-07-05,PM10,0,9.0
關山,2021-07-05,PM2.5,0,3.0
關山,2021-07-05,RAINFALL,0,0.0
關山,2021-07-05,RH,0,79.0
關山,2021-07-05,SO2,0,1.5
關山,2021-07-05,WD_HR,0,3.0
關山,2021-07-05,WIND_DIREC,0,1.0
關山,2021-07-05,WIND_SPEED,0,0.6
關山,2021-07-05,WS_HR,0,0.5
關山,2021-07-06,AMB_TEMP,0,24.9
關山,2021-07-06,NO,0,0.8
關山,2021-07-06,NO2,0,0.1
關山,2021-07-06,NOx,0,0.9
關山,2021-07-06,O3,0,11.6
關山,2021-07-06,PM10,0,5.0
關山,2021-07-06,PM2.5,0,3.0
關山,2021-07-06,RAINFALL,0,3.4
關山,2021-07-06,RH,0,89.0
關山,2021-07-06,SO2,0,1.2
關山,2021-07-06,WD_HR,0,23.0
關山,2021-07-06,WIND_DIREC,0,36.0
關山,2021-07-06,WIND_SPEED,0,1.1
關山,2021-07-06,WS_HR,0,0.7
關山,2021-07-07,AMB_TEMP,0,25.2
關山,2021-07-07,NO,0,0.5
關山,2021-07-07,NO2,0,2.2
關山,2021-07-07,NOx,0,2.8
關山,2021-07-07,O3,0,9.1
關山,2021-07-07,PM10,0,13.0
關山,2021-07-07,PM2.5,0,6.0
關山,2021-07-07,RAINFALL,0,10.2
關山,2021-07-07,RH,0,88.0
關山,2021-07-07,SO2,0,0.9
關山,2021-07-07,WD_HR,0,223.0
關山,2021-07-07,WIND_DIREC,0,215.0
關山,2021-07-07,WIND_SPEED,0,0.5
關山,2021-07-07,WS_HR,0,0.6
關山,2021-07-08,AMB_TEMP,0,25.8
關山,2021-07-08,NO,0,0.7
關山,2021-07-08,NO2,0,1.7
關山,2021-07-08,NOx,0,2.5
關山,2021-07-08,O3,0,5.5
關山,2021-07-08,PM10,0,23.0
關山,2021-07-08,PM2.5,0,6.0
關山,2021-07-08,RAINFALL,0,0.0
關山,2021-07-08,RH,0,85.0
關山,2021-07-08,SO2,0,1.3
關山,2021-07-08,WD_HR,0,246.0
關山,2021-07-08,WIND_DIREC,0,239.0
關山,2021-07-08,WIND_SPEED,0,0.4
關山,2021-07-08,WS_HR,0,0.3
關山,2021-07-09,AMB_TEMP,0,25.6
關山,2021-07-09,NO,0,0.2
關山,2021-07-09,NO2,0,2.3
關山,2021-07-09,NOx,0,2.6
關山,2021-07-09,O3,0,4.8
關山,2021-07-09,PM10,0,11.0
